23,596481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,room 80,,baltinglass,wicklow,ireland
24,596481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,,,baltinglass,wicklow,ireland
25,596481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,room 158,,baltinglass,wicklow,ireland
26,596481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,,,baltinglass,wicklow,ireland
27,596481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,,,baltinglass,wicklow,ireland
28,596481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,room 94,,baltinglass,wicklow,ireland
29,606481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,room 89,,baltinglass,wicklow,ireland
30,596481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,,,baltinglass,wicklow,ireland
31,596481255,872040499,,,baltinglass district hospital,baltinglass,,,baltinglass,wicklow,ireland
32,596481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,,,baltinglass,wicklow,ireland
33,596481255,872040499,carol.gannon@hse.ie,,baltinglass district hospital,baltinglass,room 111,,baltinglass,wicklow,ireland
34,2242646,,,,baltydaniel national school,newtwopothouse,,,mallow,cork,ireland
35,2770177,,beara2@eircom.net,,beara comm. school,,,,castletownbere,cork,ireland
36,214292195,,,,beaumont residential care ltd.,woodvale rd,ballintemple,,cork,cork,ireland
37,12868285,,braymd@wicklowcoco.ie,,bray town council,st. rita's,upper dargle road,,bray,wicklow,ireland
38,499525520,,ann.gaffeny@hse.ie,,breffni care center,community service,,,ballyconnell,cavan,ireland
39,499525520,,ann.gaffeny@hse.ie,,breffni care center,community service,,,ballyconnell,cavan,ireland
40,499525520,,ann.gaffeny@hse.ie,,breffni care center,community service,room 18,,ballyconnell,cavan,ireland
41,499525520,,ann.gaffeny@hse.ie,,breffni care center,community service,,,ballyconnell,cavan,ireland
42,6262383,,,,brothers of charity,care abbey,,,cahir,tipperary,ireland
43,91755241,91796106,daveohalloran@galway.brothersofcharity.ie,,brothers of charity,doy siam house,drumacoo,,kilcolgan,galway,ireland
44,91510195,,debbiefahy@galway.brothersofcharity.ie,,brothers of charity,burren view day care centre,5 fana bui,ballymoneen rd,knocknacarra,galway,ireland
45,91755162,,helenlawrence@galway.brothersofcharity.ie,,brothers of charity,shalom,john paul centre,,ballybane,galway,ireland
46,6262383,,,,brothers of charity,nagle centre,,,cashel,tipperary,ireland
47,91755162,,helenlawrence@galway.brothersofcharity.ie,,brothers of charity,st michael's,john paul centre,,ballybane,galway,ireland
48,5270554,2524499,,,brothers of charity,lus na greine,fetherd road,,clonmel,tipperary,ireland
49,91796106,91755241,daveohalloran@galway.brothersofcharity.ie,,brothers of charity,lochaun house,stradbally,,clarinbridge,galway,ireland
50,91510195,,debbiefahy@galway.brothersofcharity.ie,,brothers of charity,burren view day care,5 fana bui,ballymoneen rd,knocknacarra,galway,ireland
51,6262383,4318000,,,brothers of charity,grange,,,cahir,tipperary,ireland
52,909644988,,maryhazlett@galway.brothersofcharity.ie,,brothers of charity,fia nua,avalon house,,ballinasloe,galway,ireland
53,906628500,872636319,,,brothers of charity,aughmagree house,,,kilteavan,roscommon,ireland
54,909644988,,,,brothers of charity,fia nua,multi sensory room,,ballinasloe,galway,ireland
55,91850139,877988741,noelleburke@galway.brothersofcharity.ie,,brothers of charity,physio room,skylark centre,raheen road,athenry,galway,ireland
56,909644988,909642142,maryhazlett@galway.brothersofcharity.ie,,brothers of charity,avalon,deerpark centre,,ballinasloe,galway,ireland
57,909644988,,,,brothers of charity,fia nua,living room,,ballinasloe,galway,ireland
58,91755241,91796106,daveohalloran@galway.brothersofcharity.ie,,brothers of charity,doysiam,drumacoo,,kilcolgan,galway,ireland
59,91755241,,daveohalloran@galway.brothersofcharity.ie,,brothers of charity,bunglow 9,kilcoran centre,,clarinbridge,galway,ireland
60,91755241,,daveohalloran@galway.brothersofcharity.ie,,brothers of charity,bathroom,ballindereen lower,kilenmunster lane,kilcolgan,galway,ireland
61,91755241,,daveohalloran@galway.brothersofcharity.ie,,brothers of charity,drumacoo house,kilcolgan,,clarinbridge,galway,ireland
62,91755241,,daveohalloran@galway.brothersofcharity.ie,,brothers of charity,tara house,weir road,kilcolgan,clarinbridge,galway,ireland
63,91755241,,helenlawrence@galway.brothersofcharity.ie,,brothers of charity,eden house,john paul centre,,ballybane,galway,ireland
64,91755241,,helenlawrence@galway.brothersofcharity.ie,,brothers of charity,eden house,john paul centre,,ballybane,galway,ireland
65,91796623,,carmelconnaughton@galway.brothersofcharity.ie,,brothers of charity,ollie's room,ballindereen lower,kilenmunster lane,kilcolgan,galway,ireland
66,91721400,,,,brothers of charity,stepping stones,carrann park,,tuam,galway,ireland
67,91850139,,noelleburke@galway.brothersofcharity.ie,,brothers of charity,derrydonnell house,,,athenry,galway,ireland
68,5229776,,,,brothers of charity,care abbey,,,cahir,tipperary,ireland
69,909644988,,maryhazlett@galway.brothersofcharity.ie,,brothers of charity,fia nua house 2,sittingroom,,ballinasloe,galway,ireland
70,214821012,,,,brothers of charity,"lota,",bungalow 1 bathroom,,glanmire,cork,ireland
71,909644988,,,,brothers of charity,fia nua,bathroom,,ballinasloe,galway,ireland
72,91755162,,helenlawrence@galway.brothersofcharity.ie,,brothers of charity,st stephen's,john paul centre,,ballybane,galway,ireland
73,91755162,,helenlawrence@galway.brothersofcharity.ie,,brothers of charity,st. michaels house,john paul centre,,ballybane,galway,ireland
74,909644988,,,,brothers of charity,fia nua,therapy room,,ballinasloe,galway,ireland
75,7196631654,,,,brothers of charity,"ard na seaghsa, bedroom",abbeytown,,boyle,roscommon,ireland
76,91755161,,helenlawrence@galway.brothersofcharity.ie,,brothers of charity,st. agnes,john paul centre,,ballybane,galway,ireland
77,91755162,,helenlawrence@galway.brothersofcharity.ie,,brothers of charity,st. agnes,john paul centre,aisling henegan's room,ballybane,galway,ireland
78,91755162,,helenlawrence@galway.brothersofcharity.ie,,brothers of charity,,john paul centre,,ballybane,galway,ireland
79,719620880,,,,carrick-on-shannon community school,,,,carrick-on-shannon,leitrim,ireland
80,719620880,,,,carrick-on-shannon community school,,,,carrick-on-shannon,leitrim,ireland
81,749150169,,,,ceathru caol national school,,,(close to lifford),kerrykeel,donegal,ireland
82,16579005,,ksanderson@chartermedical.ie,,charter medical group,the forge,smithfield market,smithfield,dublin 7,dublin,ireland
83,214822192,,,,cheshire homes,st. lawrance,lota,,glanmire,cork,ireland
84,749127678,,,,cheshire homes,room 12,long lane,,letterkenny,donegal,ireland
85,214822192,,katherine.dullaghan@cheshire.ie,,cheshire homes,st. lawrance,lota,,glanmire,cork,ireland
86,5529143,,,,cheshire homes,ardeen cheshire home,,,shillelagh,wicklow,ireland
87,749127678,,,,cheshire homes,room 10,long lane,,letterkenny,donegal,ireland
88,214822192,,,,cheshire homes,st. laurance,lota,,glanmire,cork,ireland
89,214822192,,,,cheshire homes,st. lawrance,lota,,glanmire,cork,ireland
90,214822192,,,,cheshire homes,st. lawrance,lota,,glanmire,cork,ireland
91,214822192,,,,cheshire homes,st. lawrance,lota,,glanmire,cork,ireland
92,749127678,,,,cheshire homes,room 8,long lane,,letterkenny,donegal,ireland
93,214822192,,,,cheshire homes,st. laurance,lota,,glanmire,cork,ireland
94,214822192,,,,cheshire homes,st. lawrance,lota,,glanmire,cork,ireland
95,949384137,,,,cheshire homes,lismirrane,,,swinford,mayo,ireland
96,749127678,,,,cheshire homes,room 1,long lane,,letterkenny,donegal,ireland
97,214822192,,,,cheshire homes,st. lawrance,lota,,glanmire,cork,ireland
98,214822192,,,,cheshire homes,st. lawrance,lota,,glanmire,cork,ireland
99,27500067,,,,child & family centre,,ardnagennha,,bantry,cork,ireland
100,656846206,,bboyce@clarecoco.ie,,clare county council,30 westbourne court,watery road (john mcguire),,ennis,clare,ireland
101,214385547,,oifig@cloghroens.ie,,cloghroe national school,,,,cloghroe,cork,ireland
102,214385547,,oifig@cloghroens.ie,,cloghroe national school,bathroom,,,cloghroe,cork,ireland
103,214620600,,managerballincollig@mowlamhealthcare.com,,cnu ballincollig,block 1 bride,ground floor,,ballingcollig,cork,ireland
104,214620600,,managerballincollig@mowlamhealthcare.com,,cnu ballincollig,top floor,,,ballincollig,cork,ireland
105,214620600,,managerballincollig@mowlamhealthcare.com,,cnu ballincollig,block 2 shournagh,2nd floor,,ballincollig,cork,ireland
106,214620600,,managerballincollig@mowlamhealthcare.com,,cnu ballincollig,,,,ballingcollig,cork,ireland
107,2750114,,ceo@co-action.ie,,co-action,bedroom 1,,,dunmanway,cork,ireland
108,2750114,,ceo@co-action.ie,,co-action,bathroom,,,bantry,cork,ireland
109,2750114,,ceo@co-action.ie,,co-action,,,,bantry,cork,ireland
110,2750114,,ceo@co-action.ie,,co-action,gym,,,dunmanway,cork,ireland
111,2750114,,ceo@co-action.ie,,co-action,changing room,,,bantry,cork,ireland
112,2750114,,ceo@co-action.ie,,co-action,small bathroom near gym,,,dunmanway,cork,ireland
113,2750114,,ceo@co-action.ie,,co-action,23/24 connolly street,,,clonakilty,cork,ireland
114,2750114,,ceo@co-action.ie,,co-action,high dependency room 1,,,bantry,cork,ireland
115,2750114,,ceo@co-action.ie,,co-action,bathroom,,,dunmanway,cork,ireland
116,2750114,,ceo@co-action.ie,,co-action,upper ground floor wc1,boyle street,,clonakilty,cork,ireland
117,2750114,,ceo@co-action.ie,,co-action,,,,dunmanway,cork,ireland
118,2750114,,ceo@co-action.ie,,co-action,upper ground floor wc2,boyle street,,clonakilty,cork,ireland
119,2750114,,ceo@co-action.ie,,co-action,small group room,boyle street,,clonakilty,cork,ireland
120,6964094,,mercycc@eircom.net,,colaiste na trocaire,mercy community college,,,rathkeale,limerick,ireland
121,567763211,866016365,codriscoll@soskilkenny.ie,,college gardens (kashma),ingrid brennan,college gardens,callan road,kilkenny,kilkenny,ireland
122,214255500,868613806,,,college of commerce,morrisons island,,,cork,cork,ireland
123,2341814,,,,coloiste na toirbhirte bandon,,,,bandon,cork,ireland
124,719667171,,,,convent primary school,,,,boyle,roscommon,ireland
125,214501168,,byrnem@cope-foundation.ie,,cope foundation,springfort,bonnington,,montenotte,cork,ireland
126,214891472,862592101,byrnem@cope-foundation.ie,,cope foundation,scartagh,,,clonakilty,cork,ireland
127,214891472,862592101,byrnem@cope-foundation.ie,,cope foundation - duplicate,scartagh,,,clonakilty,cork,ireland
128,749361113,,,,crana college,crana road,,,buncrana,donegal,ireland
129,,861572013,,,crowhill,ballinoosky,,,newmarket on fergus,clare,ireland
130,,861572013,,,crowhill,ballinoosky,,,newmarket on fergus,clare,ireland
131,,861572013,,,crowhill,ballinoosky,,,newmarket on fergus,clare,ireland
132,749125624,,georgina.mccudden@hse.ie,,cuanannie day services,,ballyraine industrial estate,,letterkenny,donegal,ireland
133,749125624,,georgina.mccudden@hse.ie,,cuanannie day services,,ballyraine industrial estate,,letterkenny,donegal,ireland
134,749125624,,georgina.mccudden@hse.ie,,cuanannie day services,ballyraine industrial estate,,,letterkenny,donegal,ireland
135,749125624,,georgina.mccudden@hse.ie,,cuanannie day services,ballyraine industrial estate,,,letterkenny,donegal,ireland
136,214922000,,mourice.oriordan@hse.ie,,cuh cork - ward 5b,5th floor,wilton,,cork,cork,ireland
137,2645342,,cuilaodhans@eircom.net,,cuil aodha national,cuil aodha,macroom,,macroom,cork,ireland
138,12353202,,siobhan.turner@hse.ie,,dalkey community unit,kilbegnet close,,,dalkey,dublin,ireland
139,61501443,,oonagh.magner@lim-docservice.ie,,daughters of charity,st. vincents,nagle house,,lisnagry,limerick,ireland
140,61501443,,oonagh.magner@lim-docservice.ie,,daughters of charity,"san joseph respite,",ballysimon road,,lisnagry,limerick,ireland
141,61501443,,oonagh.magner@lim-docservice.ie,,daughters of charity,swimming pool,san joseph ballysimon road,,lisnagry,limerick,ireland
142,18383234,,,,daughter's of charity,st. vincent's,navan road,irini house-madge mccabe,dublin 7,,ireland
143,18383234,,,,daughter's of charity,st. vincent's,navan road,caoimhir-marie murphy,dublin 7,,ireland
144,50521572,,liam.carson@hse.ie,,dean maxwell community nursing unit,the valley,,,roscrea,tipperary,ireland
145,667134289,,,,deidre courtney,,,,ardfert,kerry,ireland
146,6742336,,mmoloney@mwhb.ie,,derg center,gortlandroe,,,nenagh,tipperary,ireland
147,6742336,,mmoloney@mwhb.ie,,derg center,gortlandroe,,,nenagh,tipperary,ireland
148,,872486745,eimear.goulding@hse.ie,,disability services,south west wing,st josephs hospital,limerick,limerick,limerick,ireland
149,18245328,,purchasing.stvin@docservice.ie,,doc st vincents centre,navan road,(for anna gill - caoimhin),,dublin,dublin,ireland
150,6840226,,Dromc@eircom.net,,dromclough n.s.,listowel,,,listowel,kerry,ireland
151,749521160,749521044,,,dungloe district hospital,gweedore road,,,dungloe,donegal,ireland
152,749521160,749521044,,,dungloe district hospital,gweedore road,,,dungloe,donegal,ireland
153,749521160,749521044,,,dungloe district hospital,gweedore road,,,dungloe,donegal,ireland
154,749521160,749521044,,,dungloe district hospital,gweedore road,,,dungloe,donegal,ireland
155,749521160,749521044,,,dungloe district hospital,gweedore road,,,dungloe,donegal,ireland
156,238845349,,jenniferdeasy@corkcoco.ie,,dunmanway swimming pool,bantry road,,,dunmanway,cork,ireland
157,238845349,,jenniferdeasy@corkcoco.ie,,dunmanway swimming pool,bantry road,,,dunmanway,cork,ireland
158,214294803,,,,enable ireland,lavanagh centre,,,ballintemple,cork,ireland
159,656943047,,akildea@enableireland.ie,,enable ireland,clonroad business park,clon road,,ennis,clare,ireland
160,12695355,1615900,,,enable ireland,st brendan's,sandymount ave,dublin 4,ballsbridge,dublin,ireland
161,667120767,,,,enable ireland,drumraymond house,mamoir west,,tralee,kerry,ireland
162,667120767,,,,enable ireland,drumraymond house,mamoir west,,tralee,kerry,ireland
163,667181746,,,,enable ireland,adult center,edward street,,tralee,kerry,ireland
164,214294803,,,,enable ireland,lavanagh centre,ballintemple,,cork,cork,ireland
165,,861559431,info@enablesupplies.com,,enable supplies,carrigaline,,,,,ireland
166,,876143399,marc.egan@enablesupplies.com,,enable supplies,7 kilnagleary business park,,,carrigaline,cork,ireland
167,749135104,,,,falcarragh nursing home,,,,falcarragh,donegal,ireland
168,2533272,,fermoyleisurecentre@eircom.net,,fermoy leisure centre,,,,fermoy,cork,ireland
169,12720704,863549755,jillcarey@festinalente.ie,,festina lente enterprises ltd.,old conaught avenue,,,bray,wicklow,ireland
170,2890903355,,yvoone.mckibbin@belfasttrust.hscni.net,,forest lodge respite childrens home,"stockmans lane, musgrave park hospital",bt9 7jb,,belfast,antrim,ireland
171,2242709,,,,gael scoil,thomas david,summerhill,,mallow,cork,ireland
172,,867924282,,,galway p.c.c.c. stores,briarhill business park,,,ballybrit,galway,ireland
173,868324700,,,,garryhankard house,,,,upton,cork,ireland
174,214871303,,ocallaghanp@headway.ie,,headway,unit 3b,link road business park,,,cork,ireland
175,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 3,swords rd,,"whitehall, d9",dublin,ireland
176,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,4 bed bathroom,swords rd,,"whitehall, d9",dublin,ireland
177,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 3,swords rd,,"whitehall, d9",dublin,ireland
178,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 3,swords rd,,"whitehall, d9",dublin,ireland
179,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,4 bedwards,swords rd,,"whitehall, d10",dublin,ireland
180,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 3,swords rd,,"whitehall, d9",dublin,ireland
181,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,double room 1st floor,swords rd,,"whitehall, d9",dublin,ireland
182,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,4bed 1st floor,swords rd,,"whitehall, d9",dublin,ireland
183,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 3,swords rd,,"whitehall, d9",dublin,ireland
184,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 3,swords rd,,"whitehall, d9",dublin,ireland
185,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 1st floor,swords rd,,"whitehall, d9",dublin,ireland
186,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor,swords rd,,"whitehall, d9",dublin,ireland
187,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,"bathroom corridor 3, 2nd floor",swords rd,,"whitehall, d9",dublin,ireland
188,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor,swords rd,,"whitehall, d9",dublin,ireland
189,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,,swords rd,,"whitehall, d9",dublin,ireland
190,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 3,swords rd,,"whitehall, d9",dublin,ireland
191,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor,swords rd,,"whitehall, d9",dublin,ireland
192,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor,swords rd,,"whitehall, d9",dublin,ireland
193,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 1st floor,swords rd,,"whitehall, d9",dublin,ireland
194,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor,swords rd,,"whitehall, d9",dublin,ireland
195,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor,swords rd,,"whitehall, d9",dublin,ireland
196,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor,swords rd,,"whitehall, d9",dublin,ireland
197,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,bg single room corridor 2 floor 2,swords rd,,"whitehall, d9",dublin,ireland
198,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 2,swords rd,,"whitehall, d9",dublin,ireland
199,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,bg single room corridor 2 floor 2,swords rd,,"whitehall, d9",dublin,ireland
200,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 3,swords rd,,"whitehall, d9",dublin,ireland
201,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 3,swords rd,,"whitehall, d9",dublin,ireland
202,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,bathroom 2nd floor corridor 2,swords rd,,"whitehall, d9",dublin,ireland
203,,18374444,eustace@highfieldhaelthcare.ie,,highfield hospital,,swords rd,,"whitehall, d9",dublin,ireland
204,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor corridor 2,swords rd,,"whitehall, d9",dublin,ireland
205,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,bg single room corridor 2 floor 2,swords rd,,"whitehall, d9",dublin,ireland
206,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor,swords rd,,"whitehall, d9",dublin,ireland
207,18374444,,eustace@highfieldhaelthcare.ie,,highfield hospital,single room 2nd floor,swords rd,,"whitehall, d9",dublin,ireland
208,599143911,,sharon@theholyangels.org,,holy angels day care centre,strawhall industrial est,,,carlow,carlow,ireland
209,6252744,872050869,Donald Campbell [donald.campbell@iwa.ie],,i.w.a - south tipperary,"(ref johns court, the steeples)",brodeen,cashel rd,tipperary town,tipperary,ireland
210,876949083,,,,i.w.a.,,ballygoluge rd.,,listowel,kerry,ireland
211,,872645078,,,i.w.a.,phoenix lodge,sarsfield rd,,limerick,limerick,ireland
212,61493034,87226461,,,i.w.a.,"block 1, sarsfield park,",,,rosbrien,limerick,ireland
213,61493034,87226461,,,i.w.a.,"block 1, sarsfield park,",,,rosbrien,limerick,ireland
214,18730422,,thutchin@imnda.ie,,imnda,(for sharon friel - turvey cottages),coleraine house,coleraine street,dublin 7,dublin,ireland
215,18186400,,,,irish wheelchair association,black heath drive,clontarf,,dublin 3,dublin,ireland
216,16302414,,,,irish wheelchair association/lucan,,londonbridge road,irishtown,dublin 4,dublin,ireland
217,,868142211,,,jd contracting,7 melrose gardens,,,clondalkin,dublin,ireland
218,51641892,,heatherlynchjournyman@gmail.com,,journey man centre,ballynagarra,,,carrick on suir,tipperary,ireland
219,51641892,,heatherlynchjournyman@gmail.com,,journey man centre,ballynagarra,,,carrick on suir,tipperary,ireland
220,51641892,,heatherlynchjournyman@gmail.com,,journey man centre,ballynagarra,,,carrick on suir,tipperary,ireland
221,51641892,,heatherlynchjournyman@gmail.com,,journey man centre,ballynagarra,well road,,carrick on suir,tipperary,ireland
222,51641892,,heatherlynchjournyman@gmail.com,,journey man centre,ballynagarra,well road,,carrick on suir,tipperary,ireland
223,2950024,872066643,margaretb.fitzgerald@hse.ie,,kanturk community hospital,st. theresa's ward,,,kanturk,cork,ireland
224,2950024,872066643,margaretb.fitzgerald@hse.ie,,kanturk community hospital,room 20 st marys unit,,,kanturk,cork,ireland
225,2950024,872066643,margaretb.fitzgerald@hse.ie,,kanturk community hospital,,,,kanturk,cork,ireland
226,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 4,,,kenmare,kerry,ireland
227,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 13 upstairs,2nd ward,,kenmare,kerry,ireland
228,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 36,,,kenmare,kerry,ireland
229,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 55,,,kenmare,kerry,ireland
230,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 12 upstairs,2nd ward,,kenmare,kerry,ireland
231,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,,,,kenmare,kerry,ireland
232,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 9 upstairs,2nd ward,,kenmare,kerry,ireland
233,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 1 upstairs,,,kenmare,kerry,ireland
234,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 58,,,kenmare,kerry,ireland
235,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 124,,,kenmare,kerry,ireland
236,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 63,,,kenmare,kerry,ireland
237,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 10 upstairs,2nd ward,,kenmare,kerry,ireland
238,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 50,,,kenmare,kerry,ireland
239,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 3 upstairs,2nd ward,,kenmare,kerry,ireland
240,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 7 upstairs,2nd ward,,kenmare,kerry,ireland
241,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 106 physiotherapy,,,kenmare,kerry,ireland
242,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 61,,,kenmare,kerry,ireland
243,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 51,,,kenmare,kerry,ireland
244,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 28,,,kenmare,kerry,ireland
245,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 24,,,kenmare,kerry,ireland
246,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room assisted bathroom,downstairs,,kenmare,kerry,ireland
247,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 9 downstairs,,,kenmare,kerry,ireland
248,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 2 upstairs,2nd ward,,kenmare,kerry,ireland
249,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,"room 5, top floor,",,,kenmare,kerry,ireland
250,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 142,,,kenmare,kerry,ireland
251,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 16 downstairs,,,kenmare,kerry,ireland
252,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 31,,,kenmare,kerry,ireland
253,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,assisted toilet downstairs,,,kenmare,kerry,ireland
254,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 43,,,kenmare,kerry,ireland
255,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room 6 upstairs,2nd ward,,kenmare,kerry,ireland
256,646641088,,margaret.osullivan7@hse.ie,,kenmare community unit,room r 32,,,kenmare,kerry,ireland
257,656832477,879305804,kildysartns.ias@eircom.net,,kildysart national school,,,,kildysart,clare,ireland
258,567725812,863334326,,,kilkenny community services,westcourt,,,callan,kilkenny,ireland
259,667135644,,doyg@eircom.net,,killahan national school,abbeydorney,,,tralee,kerry,ireland
260,214772202,,nualaoreily@hse.ie,,kinsale community hospital,,,,kinsale,cork,ireland
261,214772202,,nualaoreily@hse.ie,,kinsale community hospital,fallop room,,,kinsale,cork,ireland
262,214772202,,nualaoreily@hse.ie,,kinsale community hospital,"2 bed, male",st. kevin's room,,kinsale,cork,ireland
263,214772202,,nualaoreily@hse.ie,,kinsale community hospital,altrso room,,,kinsale,cork,ireland
264,214772202,,nualaoreily@hse.ie,,kinsale community hospital,female ward,,,kinsale,cork,ireland
